"Dstat 0.7.2svn CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","drivers-perf-01",,,,"User:","drivers"
"Cmdline:","dstat --proc --cpu --cpu-use --sys --mem-adv --swap --page --disk -D total,sda,sdb --disk-avgrq --disk-avgqu --disk-svctm --disk-tps --disk-wait --net --time --output cassandra-stress-large-objects.csv 1 370",,,,"Date:","02 Sep 2015 06:32:54 PDT"
"procs",,,"total cpu usage",,,,,"cpu usage",,,,,,,,,,,,,,,,,,,,,,,,"system",,"advanced memory usage",,,,,,,,"swap",,"paging",,"dsk/total",,"dsk/sda",,"dsk/sdb",,"sda","sdb","sda","sdb","sda","sdb","dsk/total",,"dsk/sda",,"dsk/sdb",,"sda",,"sdb",,"net/total",,"system"
11,0,0,15.971,11.371,69.889,2.768,0,36.364,23.711,49.495,43,38.776,78.788,27.835,30.303,26.804,42.708,32.653,24.490,14.433,15.306,10.101,13,12.245,3,25.510,45.263,45.745,28.571,11.111,45.745,512068,247522,135170646016,10402156544,102373244928,208265216,21529714688,329977856,1007616,658272256,0,0,0,0,0,252018688,0,252018688,0,0,984.527,0,12.008,0,1.948,0,0,501,0,501,0,0,0,25.347,0,0,123176125,2346667,02-09 06:34:46
3,0,0,16.227,9.497,72.658,1.618,0,68.367,35,20.619,17.347,15.306,74,26.531,26.531,29.293,39.796,34.375,25.773,3.030,1,12.245,8.163,10.204,2.020,34.021,43.750,43.158,28.125,18.367,42.708,326198,253888,135170646016,10403201024,102193496064,208293888,21704441856,520945664,1007616,662220800,0,0,0,0,0,138584064,0,138584064,0,0,942.762,0,4.960,0,2.246,0,0,285,0,285,0,0,0,18.042,0,0,122995127,2358076,02-09 06:34:47
7,1,0,15.709,8.897,73.989,1.405,0,56,18.367,41,18,22.222,64,12.245,19.588,40.206,35.052,25.253,27.273,6,6.061,18.557,15.306,11.111,10,20.833,40.426,45.263,25.773,5.051,43.158,309375,251442,135170646016,10402762752,101865799680,208310272,22023467008,717037568,1007616,671313920,0,0,0,0,0,122507264,0,122507264,0,0,938.325,0,4.464,0,2.196,0,0,255,0,255,0,0,0,17.412,0,0,122945906,2342031,02-09 06:34:48
4,2,0,13.891,8.454,75.446,2.209,0,56.122,30,18.367,27.551,20.619,44.898,19.388,19.388,45.455,30.612,20.833,15,13.131,13.131,17.172,10.101,17.172,8.081,24.242,38.542,37.895,21.875,5,36.842,277371,247264,135170646016,10406207488,101675040768,208338944,22205046784,756269056,1007616,677019648,0,0,0,0,0,153866240,0,153866240,0,0,951.722,0,19.972,0,1.968,0,0,317,0,317,0,0,0,29.836,0,0,122934187,2341027,02-09 06:34:49
5,2,0,15.618,5.234,72.647,6.501,0,55.446,25.510,29.293,21.429,24,67.677,21.212,25.253,100,28.866,23.711,18.182,15,21.212,14,5.051,5,18.182,22.449,34.021,25.510,25.743,7.071,23.469,122061,228339,135170646016,10404937728,101551230976,208338944,22326996992,457809920,1007616,680148992,0,0,0,0,0,422211584,0,422211584,0,0,1021.839,0,143.052,0,1.246,0,0,806,0,806,0,0,0,156.278,0,0,112066938,2084265,02-09 06:34:50
3,1,0,10.607,7.382,75.265,6.746,0,48.980,38.776,23.711,27.551,25,80.612,11.224,10.204,51.020,28.866,19,11.224,13.265,13.131,9.091,22.222,13.131,19.388,17.526,30.928,29.167,17.708,0,30.208,282780,256479,135170646016,10402488320,101995626496,208392192,21894582272,394997760,1007616,670564352,0,0,0,0,0,313757696,0,313757696,0,0,986.573,0,60.568,0,1.591,0,0,621,0,621,0,0,0,142.187,0,0,122684492,2337519,02-09 06:34:51
2,1,0,15.434,10.162,72.491,1.913,0,58.586,57.143,27.273,19.192,16.327,60,22.222,22.917,41.414,39.583,27.083,20.408,4,10.101,5.102,15.306,14.141,10,31.313,40,41.053,25.510,12,40,455233,254769,135170646016,10401595392,101676666880,208408576,22208077824,470675456,1007616,676904960,0,0,0,0,0,234569728,0,234569728,0,0,981.043,0,10.084,0,1.859,0,0,469,0,469,0,0,0,21.578,0,0,123037581,2358419,02-09 06:34:52
4,0,0,16.043,9.106,73.447,1.404,0,28.571,91,23.469,15.464,16.327,47.475,21.212,26.263,24.742,43.299,29.592,23.469,1.980,0,16,12.121,15.306,10.204,25,43.617,43.158,26.316,10.204,43.750,300311,248437,135170646016,10403893248,101340655616,208437248,22533566464,684335104,1007616,685101056,0,0,0,0,0,112570368,0,112570368,0,0,931.400,0,4.008,0,2.444,0,0,234,0,234,0,0,0,17.128,0,0,123175727,2344319,02-09 06:34:53
7,1,0,16.191,9.203,73.200,1.406,0,55.556,42,23.232,23.762,20.202,60.204,22.680,25.773,29.897,47.423,29.897,18.367,0,7.071,12.245,4.040,10.204,12.121,24.490,43.750,44.211,26.804,22.449,41.053,313736,242623,135170646016,10403221504,101015769088,208449536,22850322432,877834240,1007616,693891072,0,0,0,0,0,123428864,0,123428864,0,0,956.639,0,4.556,0,2.302,0,0,252,0,252,0,0,0,17.968,0,0,122899363,2339193,02-09 06:34:54
2,2,1,18.128,6.734,71.199,3.939,0,35,34,37.374,20.202,22.449,74,41.414,53.535,28.571,42.857,23.711,19,24.490,12,13.131,24.242,13,9.091,28.866,41.053,30.208,30.612,2.020,30.208,206829,224893,135170646016,10404913152,100917149696,208461824,22942986240,721305600,1007616,698142720,0,0,0,0,0,274620416,0,274620416,0,0,993.573,0,78.124,0,1.464,0,0,542,0,542,0,0,0,115.114,0,0,112420468,2089099,02-09 06:34:55
3,2,0,10.072,5.798,77.359,6.771,0,30.612,16.495,31.313,10.101,14.286,70.103,29.474,100,14.141,17.347,17.708,15.306,11.111,2,12.121,20.408,21.649,0,18.367,29.897,6,17.172,29.592,8,130182,252074,135170646016,10402701312,100782415872,208461824,23077031936,474361856,1007616,701042688,0,0,0,0,0,421003264,0,421003264,0,0,1023.898,0,137.332,0,1.244,0,0,803,0,803,0,0,0,156.040,0,0,123192400,2347285,02-09 06:34:56
4,1,1,14.480,10.392,70.443,4.685,0,47.475,46.465,37.374,30,27.273,77.228,43.434,32.653,22,39.175,29.897,25.773,16.162,12.121,18.182,10.101,15.306,9,26.316,42.105,25.773,23.711,43.617,11.340,455000,252957,135170646016,10402017280,101148205056,208515072,22721359872,485593088,1007616,691556352,0,0,0,0,0,261369856,0,261369856,0,0,970.314,0,14.976,0,1.855,0,0,524,0,524,0,0,0,81.461,0,0,122771020,2353838,02-09 06:34:57
5,1,0,15.922,9.621,72.925,1.533,0,42.424,26.804,82.828,16.495,20.619,43.434,46.875,22.449,20.619,26.804,30.208,22,10.101,20.408,18.367,7,15.306,3,27.551,42.105,9,25.773,44.681,25.510,372854,245990,135170646016,10404569088,100825812992,208539648,23032836096,630530048,1007616,699895808,0,0,0,0,0,168030208,0,168030208,0,0,948.509,0,6.736,0,1.988,0,0,346,0,346,0,0,0,19.491,0,0,123484566,2351631,02-09 06:34:58
4,0,0,15.191,8.638,74.766,1.404,0,28.283,28.431,22.222,20,17.347,82,49.474,21.429,17,24.490,28.283,30.928,8.081,16.162,17.347,13.542,14.141,5.051,24.742,38.947,16.162,22.680,41.667,22.449,284589,251955,135170646016,10402250752,100498108416,208556032,23354818560,838864896,1007616,707919872,0,0,0,0,0,112689152,0,112689152,0,0,940.577,0,4,0,2.393,0,0,234,0,234,0,0,0,17.145,0,0,122872819,2341125,02-09 06:34:59
3,0,0,20.712,7.963,70.394,0.932,0,47.959,33.333,32,28.283,27.273,40.816,61.224,29.897,30.303,29.897,26.042,23.232,15,23.232,10.101,23,23.469,21.212,22.917,34.021,28.571,41.237,30.208,26.733,253507,225223,135170646016,10404098048,100219363328,208584704,23623778304,1009733632,1007616,715829248,0,0,0,0,0,101060608,0,101060608,0,0,948.962,0,3.640,0,2.231,0,0,208,0,208,0,0,0,17.500,0,0,110099289,2043121,02-09 06:35:00
3,2,0,13.027,7.791,73.776,5.407,0,30,71,22.917,13.131,17.172,71.717,44.792,27.083,22.449,28.866,34.021,22.449,12.121,7.071,13.131,13.131,6.931,2,28.283,41.489,21.429,23.711,43.158,13.265,199826,249711,135170646016,10403602432,100059176960,208617472,23779475456,707231744,1007616,720781312,0,0,0,0,0,380477440,0,380477440,0,0,1011.280,0,115.796,0,1.330,0,0,737,0,737,0,0,0,133.438,0,0,122650129,2332530,02-09 06:35:01
14,1,3,12.027,7.182,73.056,7.735,0,51.020,88.776,27.273,18.367,16.327,62.245,41.667,32.653,30.612,25,30.928,20.202,2,8.081,2.970,7.071,7.071,16.327,25,42.105,14.141,23.711,42.105,15.306,185115,249548,135170646016,10403688448,99921010688,208637952,23914078208,545214464,1007616,724238336,0,0,0,0,0,371138560,0,371138560,0,0,1003.752,0,102.716,0,1.383,0,0,720,0,720,0,0,0,166.883,0,0,123163520,2359999,02-09 06:35:02
5,1,0,12.675,7.969,66.808,12.548,0,77.778,63.636,35,34.343,31.313,46.535,43.299,28.866,32.990,45.361,29.897,60.825,23.232,17,18,11,20.202,21.782,19.792,32.990,28.571,19.388,32.632,21,254690,247654,135170646016,10401861632,100285415424,208666624,23560368128,484990976,1007616,715341824,0,0,0,0,0,348590080,0,348590080,0,0,1004.180,0,107.624,0,1.463,0,0,678,0,678,0,0,0,158.749,0,0,120348481,2272845,02-09 06:35:03
5,1,0,16.802,11.386,69.979,1.834,0,46.465,55.556,31.313,32.673,17.347,76.531,44.898,29.592,24.490,38,41.053,22.680,15.306,9,10.204,17.526,17.172,9.184,30.612,47.368,23.232,26.042,48.936,11.340,532117,254251,135170646016,10400636928,99971649536,208699392,23868080128,521502720,1007616,722587648,0,0,0,0,0,268050432,0,268050432,0,0,995.292,0,11.456,0,1.818,0,0,528,0,528,0,0,0,21.727,0,0,123289016,2346385,02-09 06:35:04
9,0,1,21.774,8.701,68.039,1.486,0,35.354,31,31.633,22.917,32.323,97.030,51.042,35.714,30.928,44.792,42.268,30.612,9,18.367,5.051,21,16.327,10,34.021,48.421,20.408,33.673,42.708,21.429,321047,224035,135170646016,10400849920,99678343168,208740352,24152784896,666464256,1007616,730935296,0,0,0,0,0,134987776,0,134987776,0,0,941.491,0,5.364,0,2.230,0,0,278,0,278,0,0,0,19.108,0,0,112013604,2080141,02-09 06:35:05
3,1,1,15.162,8.859,74.319,1.661,0,51.020,35.714,23.469,17.172,19.588,57.143,20.408,43.617,43.878,27.551,25.773,18.367,4.040,5,10,10.204,20.202,10.101,21.875,43.158,41.053,22.449,9,36.842,277971,247790,135170646016,10400243712,99519541248,208773120,24307671040,762515456,1007616,735424512,0,0,0,0,0,137478144,0,137478144,0,0,929.567,0,10.332,0,2.131,0,0,290,0,290,0,0,0,18.290,0,0,123045558,2342177,02-09 06:35:06
5,2,0,13.305,7.719,74.883,4.094,0,32,14,26.531,13.131,13.131,94.949,18.367,46.809,28.866,28.125,29.897,23.469,0,3.030,8.163,10.101,8.163,13.265,23.711,46.809,43.617,24.742,14.286,41.667,156627,241911,135170646016,10402299904,99381161984,208773120,24440201216,473075712,1007616,739217408,0,0,0,0,0,419934208,0,419934208,0,0,1023.939,0,142.352,0,1.247,0,0,802,0,802,0,0,0,157.047,0,0,122937556,2355960,02-09 06:35:07
6,1,0,11.992,6.653,63.220,18.136,0,47.959,48.454,38,34.694,49,86.869,40.206,31.633,44.898,37.755,41.837,49,28,24,26,29,32.323,18.812,19.388,33.333,33.333,18.557,35.354,31.579,150926,222088,135170646016,10401968128,99270856704,208785408,24547160064,312406016,1007616,742883328,0,0,0,0,0,371359744,0,371359744,0,0,1005.958,0,112.104,0,1.393,0,0,721,0,721,0,0,0,179.440,0,0,109073377,2061385,02-09 06:35:08
9,1,0,15.123,9.941,71.963,2.974,0,65,31.313,41.414,33.333,21.649,57,22.449,41.053,21.429,43.878,29.897,19.792,11,3.030,12,10.204,14,16.327,22.449,40,36.458,22.449,23.232,36.082,439612,249451,135170646016,10401337344,99580022784,208822272,24247312384,380047360,1007616,734158848,0,0,0,0,0,295784448,0,295784448,0,0,992.414,0,29.704,0,1.660,0,0,583,0,583,0,0,0,58.182,0,0,118661708,2243569,02-09 06:35:09
4,1,0,22.748,7.400,68.118,1.734,0,41.237,31.633,32.653,29.293,31.313,70.408,59,74.747,41.414,31.250,22.449,27.551,7.071,20,13.265,18.367,23.469,9.091,27.551,42.268,31.959,22.222,18,34.375,374389,229452,135170646016,10400804864,99298189312,208855040,24522301440,488640512,1007616,741502976,0,0,0,0,0,169037824,0,169037824,0,0,970.879,0,7.348,0,1.976,0,0,337,0,337,0,0,0,21.769,0,0,111092522,2059099,02-09 06:35:10
4,0,0,15.469,6.424,76.585,1.522,0,29,23.232,23.232,32,18.182,98.020,11.224,100,3.030,14.141,15,8,5.051,18.557,13.265,12,12.121,18.182,14.286,30.928,23.958,15.306,0,24.742,275356,257905,135170646016,10400395264,98967945216,208887808,24843911168,699768832,1007616,750514176,0,0,0,0,0,111230976,0,111230976,0,0,936.409,0,3.932,0,2.276,0,0,232,0,232,0,0,0,17,0,0,123217073,2349915,02-09 06:35:11
8,1,1,16.956,6.216,72.347,4.482,0,32,31.959,30.612,27.551,21.429,52.525,17,91.089,60,45.455,32.990,16,10.101,16,8,9.184,15.464,13.265,19.192,31.250,28.571,17.347,8.824,30.612,222306,234058,135170646016,10399567872,98780585984,208904192,25026879488,507584512,1007616,755716096,0,0,0,0,0,288919552,0,288919552,0,0,997.312,0,79.828,0,1.472,0,0,568,0,568,0,0,0,107.972,0,0,116087156,2142679,02-09 06:35:12
6,2,0,11.314,5.508,76.314,6.864,0,18.367,52,18.750,13.131,15.306,15.306,12.245,27.083,100,17.347,40.404,75.758,3,0,7.071,11.111,8.911,9.091,15.306,27.083,25.773,15.306,14.286,25.510,132237,256748,135170646016,10401099776,98642919424,208904192,25159512064,286638080,1007616,759218176,0,0,0,0,0,419430400,0,419430400,0,0,1023.893,0,136.084,0,1.253,0,0,801,0,801,0,0,0,158.097,0,0,123422848,2350851,02-09 06:35:13
6,0,0,15.290,10.818,70.443,3.450,0,38.776,35.714,33.663,26,25.253,85,38.144,61.053,27.551,31.959,32.292,33.333,5.051,10.101,13.265,8,12.245,0,25.773,48.421,42.708,25.773,13.265,41.489,443583,256035,135170646016,10402177024,99039891456,208977920,24771543040,316264448,1007616,749064192,0,0,0,0,0,239026176,0,239026176,0,0,892.249,0,12.968,0,1.862,0,0,520,0,520,0,0,0,78.644,0,0,122773503,2336819,02-09 06:35:14
5,1,0,21.453,9.303,67.757,1.487,0,55.556,31.313,31.633,24.490,31.633,63.636,43.434,48.958,30.303,35.052,34.021,32.990,13.861,26.263,11.111,18.367,23.469,13,26.531,39.362,38.947,31.959,19.192,43.299,410591,220733,135170646016,10402852864,98760208384,209006592,25043529728,408739840,1007616,756056064,0,0,0,0,0,179646464,0,179646464,0,0,969.262,0,6.904,0,1.989,0,0,362,0,362,0,0,0,19.050,0,0,110500936,2053515,02-09 06:35:15
6,0,0,16.036,8.975,73.798,1.191,0,87,21.429,23.232,15.152,16.162,54,45.745,22.449,20.619,26.804,30.612,40.426,2.020,14,8,14.141,16.162,8.081,28.125,43.750,14.286,25.773,46.316,11,305724,247187,135170646016,10400968704,98425753600,209031168,25371054080,624115712,1007616,764846080,0,0,0,0,0,103464960,0,103464960,0,0,939.986,0,3.908,0,2.389,0,0,216,0,216,0,0,0,17.290,0,0,123274672,2347659,02-09 06:35:16
7,0,0,14.547,8.379,75.542,1.531,0,27.551,34,22.449,30.303,21.212,58.163,35.052,13.131,11,28.866,23.958,31.959,8.081,10.101,18.367,14.286,14.433,9.091,20.619,32.632,61.616,20.619,36.458,3.030,291394,255409,135170646016,10401091584,98094465024,209072128,25693110272,823984128,1007616,773914624,0,0,0,0,0,132038656,0,132038656,0,0,948.051,0,4.648,0,2.199,0,0,271,0,271,0,0,0,17.822,0,0,122797687,2354835,02-09 06:35:17
7,2,0,12.027,7.182,76.116,4.675,0,28.283,23.232,34.694,13.131,14.433,95.960,43.158,11.111,5,24.742,25,36.458,14.141,18.557,5,18.182,18.182,10.101,26.531,38.947,4,25.773,43.011,0,161970,253145,135170646016,10400985088,97952198656,209092608,25831051264,496168960,1007616,778326016,0,0,0,0,0,399028224,0,399028224,0,0,1016.299,0,133.860,0,1.264,0,0,769,0,769,0,0,0,148.551,0,0,123399269,2349947,02-09 06:35:18
4,1,0,12.266,7.027,74.532,6.175,0,31.633,25,31.313,18.557,19,96.040,41.053,15.464,12,29.167,35.052,36.842,20.619,14.141,9.091,16.327,4,21.429,24.211,38.542,4,24.490,42.708,2.020,134487,247517,135170646016,10401234944,97913188352,209117184,25868320768,326844416,1007616,779792384,0,0,0,0,0,358883328,0,358883328,0,0,996.887,0,90.640,0,1.407,0,0,702,0,702,0,0,0,155.874,0,0,122786742,2341982,02-09 06:35:19
6,0,0,21.180,9.041,67.572,2.207,0,50,29.592,37.374,24.242,26.263,71.717,47.423,32.653,31.633,53,45.918,41.237,19.192,27.273,7,18.182,16.162,17.347,27.551,33.333,29.592,28.866,45.263,16.162,304952,218207,135170646016,10400407552,98110218240,209158144,25677930496,382287872,1007616,773939200,0,0,0,0,0,237514752,0,237514752,0,0,989.038,0,12.316,0,1.769,0,0,468,0,468,0,0,0,28.128,0,0,109348270,2012244,02-09 06:35:20
5,1,1,15.172,8.882,74.586,1.360,0,45.455,33.673,35.354,20.202,20.619,51.546,38.298,19.588,17.172,25.773,42.268,34.737,10,19.192,9.901,17.347,11.111,12.121,23.711,37.895,20,23.469,41.489,5,305661,252550,135170646016,10401476608,97884385280,209182720,25897312256,565100544,1007616,779296768,0,0,0,0,0,129126400,0,129126400,0,0,948.124,0,4.612,0,2.195,0,0,266,0,266,0,0,0,17.338,0,0,122917750,2341333,02-09 06:35:21
4,0,0,15.588,8.773,74.361,1.278,0,56.566,50,22.449,16.832,16.162,48,44.330,21.782,11.224,25.773,31.250,40,16.327,12.371,7.143,18,13.131,6,26.804,40.625,15.306,23.958,44.792,9.091,282261,247148,135170646016,10401476608,97558106112,209195008,26214440960,780591104,1007616,788434944,0,0,0,0,0,101564416,0,101564416,0,0,935.731,0,3.724,0,2.415,0,0,212,0,212,0,0,0,17.358,0,0,123269358,2364808,02-09 06:35:22
3,2,0,14.827,8.862,74.137,2.173,0,26,24.742,17.347,15.625,18.182,64.286,45.161,20.202,17,26.804,28.866,41.667,17.347,17.172,18.182,10.101,8.163,41,26.804,42.105,25.510,26.042,45.263,0,298126,244029,135170646016,10401968128,97289596928,209231872,26475327488,766509056,1007616,795529216,0,0,0,0,0,208154624,0,208154624,0,0,970.712,0,37.860,0,1.771,0,0,420,0,420,0,0,0,61.957,0,0,122665669,2335825,02-09 06:35:23
6,2,0,12.410,6.970,74.883,5.737,0,100,15.152,14,11.881,12.121,67.347,42.708,20.619,16.327,27.835,29.167,38.947,15.306,17.172,12.245,0,0,0,25,41.053,16.327,24.742,43.011,12,136499,250719,135170646016,10399686656,97153146880,209235968,26610163712,476762112,1007616,799420416,0,0,0,0,0,419409920,0,419409920,0,0,1023.960,0,144.384,0,1.255,0,0,800,0,800,0,0,0,163.414,0,0,123197049,2346177,02-09 06:35:24
30,0,0,19.822,8.489,66.341,5.348,0,79.592,39.394,35.354,25.510,27.273,84.158,45.833,37,32.990,27.835,38.144,45.918,19.192,20.202,8.081,22,16,22,27.551,39.583,20.619,20.619,56.701,20.408,308589,226310,135170646016,10402660352,97609928704,209268736,26160627712,444944384,1007616,789168128,0,0,0,0,0,286502912,0,286502912,0,0,979.778,0,48.228,0,1.716,0,0,571,0,571,0,0,0,128.923,0,0,111805637,2065837,02-09 06:35:25
8,0,0,14.741,9.431,73.917,1.912,0,26.263,19.388,35.714,36.364,18.367,69.697,39.583,38,34.343,26.531,26.531,56.566,7.071,15.306,8.911,5.102,5.051,8.081,20.833,35.417,12.121,21.212,22.680,37.895,393732,252774,135170646016,10401882112,97443618816,209317888,26324815872,548212736,1007616,792018944,0,0,0,0,0,209043456,0,209043456,0,0,974.396,0,9.140,0,1.904,0,0,418,0,418,0,0,0,22.225,0,0,123541960,2351651,02-09 06:35:26
2,1,0,14.723,8.638,75.277,1.362,0,27.273,39,20.408,22,21.212,62,38.542,26.042,37.500,23.958,27.835,21.429,15.842,3.030,13.402,5.051,11.111,5.051,22.449,35.789,29,40.816,10,38.144,304961,247561,135170646016,10401583104,97126068224,209346560,26634985472,721436672,1007616,799670272,0,0,0,0,0,136228864,0,136228864,0,0,946.879,0,5.012,0,2.135,0,0,281,0,281,0,0,0,17.836,0,0,122382506,2345723,02-09 06:35:27
8,0,0,14.650,8.238,75.796,1.316,0,33.673,26.804,20.202,8.081,15.152,52.041,40,14,37.234,22.449,23.711,16.162,9.091,12,18.367,51.485,7.071,10.101,23.711,36.458,35,20.619,14.286,35.789,272201,250947,135170646016,10404823040,96798060544,209354752,26950709248,933994496,1007616,808706048,0,0,0,0,0,101093376,0,101093376,0,0,935.820,0,3.576,0,2.389,0,0,214,0,214,0,0,0,16.542,0,0,123147405,2345159,02-09 06:35:28
2,2,0,12.500,7.738,69.048,10.714,0,38.384,61,46.465,30.612,29.897,78.218,40.625,33.673,47.917,41.237,41.667,29.897,18.557,2.020,7.071,13.131,9.091,19,24.742,36.842,11.224,22.917,14.286,37.895,236841,221280,135170646016,10403151872,96619622400,209383424,27125497856,779505664,1007616,813998080,0,0,0,0,0,263393280,0,263393280,0,0,985.747,0,64.196,0,1.670,0,0,519,0,519,0,0,0,99.154,0,0,110270682,2063563,02-09 06:35:29
7,2,0,18.896,6.709,67.686,6.709,0,44.444,100,24.490,14.141,23,72.449,47.368,36.458,45.833,34.021,39.796,33.333,13.861,19.192,12.871,22.449,11.881,11.111,26.531,46.316,14.286,21.429,28.571,37.500,117768,217234,135170646016,10403696640,96494874624,209387520,27246350336,492142592,1007616,817344512,0,0,0,0,0,418885632,0,418885632,0,0,1023.932,0,141.944,0,1.250,0,0,800,0,800,0,0,0,177.071,0,0,109880773,2039505,02-09 06:35:30
8,0,0,14.407,9.987,70.506,5.100,0,37.374,46.939,27.551,28,24.242,87,47.423,27.551,47.423,35.714,39.394,29.897,12.121,23,9.091,10.204,3.061,10.891,26.804,41.237,14.141,25.510,17.172,40.206,393579,235088,135170646016,10404585472,96899850240,209424384,26849832960,522940416,1007616,807960576,0,0,0,0,0,263036928,0,263036928,0,0,974.651,0,21.192,0,1.856,0,0,526,0,526,0,0,0,65.133,0,0,114091901,2152593,02-09 06:35:31
8,1,0,16.305,9.962,72.073,1.660,0,37.374,23,29.703,19.388,39.394,86,46.809,25.773,44.211,31.959,28.421,24.490,14.141,12.121,10.101,14.141,9,0,28.125,45.833,23.469,25.773,11.224,43.617,377209,249740,135170646016,10404896768,96570970112,209457152,27171233792,683716608,1007616,815095808,0,0,0,0,0,167989248,0,167989248,0,0,970.683,0,6.660,0,2.083,0,0,338,0,338,0,0,0,19.905,0,0,123131567,2359332,02-09 06:35:32
5,0,0,16.489,9.246,72.816,1.449,0,25.510,37.113,26.531,20.202,19.388,97,47.368,25.510,43.750,32.292,30.928,25.510,5.051,12.245,6,8,13.265,2.020,28.125,43.617,21.649,26.042,9.091,44.211,300214,252766,135170646016,10402156544,96238026752,209477632,27497795584,897363968,1007616,824197120,0,0,0,0,0,112144384,0,112144384,0,0,940.047,0,4.028,0,2.403,0,0,233,0,233,0,0,0,17.322,0,0,122928134,2337087,02-09 06:35:33
6,1,0,13.370,7.640,73.854,5.136,0,63.636,67.677,16.327,18.182,18.182,41.837,38.542,21.649,45.833,24.490,60.204,21.649,5,10,12.245,13.402,17.347,15.152,21.649,33.684,0,18.557,7,33.684,253139,254328,135170646016,10403266560,96031059968,209489920,27697954816,839385088,1007616,829882368,0,0,0,0,0,346157056,0,346157056,0,0,989.880,0,102.036,0,1.441,0,0,683,0,683,0,0,0,149.400,0,0,122966817,2339229,02-09 06:35:34
2,2,0,18.236,6.828,70.441,4.495,0,52.525,30.303,19.192,12,21.212,94,49.474,21,41.053,30.928,32.653,29.592,19.192,18.367,18.367,23,14,19.192,32.653,34.021,10.204,21.212,22.449,43.299,161649,227674,135170646016,10403794944,96056602624,209494016,27671494656,475865088,1007616,830267392,0,0,0,0,0,417837056,0,417837056,0,0,1024.110,0,140.632,0,1.248,0,0,798,0,798,0,0,0,144.401,0,0,111871959,2077469,02-09 06:35:35
3,1,0,12.058,8.351,74.435,5.156,0,44.444,25.510,39.175,20.202,21.429,91,42.708,9.091,10.891,23.711,29.167,41.237,16.495,10,16.327,12.371,10.101,6.061,24.211,38.542,0.990,23.711,53.608,9.091,278359,254580,135170646016,10402365440,96532946944,209530880,27205984256,313090048,1007616,820826112,0,0,0,0,0,356270080,0,356270080,0,0,1001.062,0,83.952,0,1.427,0,0,696,0,696,0,0,0,156.443,0,0,122942127,2337205,02-09 06:35:36
4,1,0,15.731,9.779,71.003,3.486,0,61.224,43.434,24.242,20.619,20.408,81.443,45.263,19.388,19.388,29.167,31.250,52.083,17,22.449,15,12.121,15.152,9.091,27.273,39.785,11.111,24.742,44.086,8.081,378965,257238,135170646016,10403729408,96224206848,209567744,27509039104,364609536,1007616,825110528,0,0,0,0,0,264847360,0,264847360,0,0,987.057,0,13.696,0,1.843,0,0,522,0,522,0,0,0,27.119,0,0,123250022,2357557,02-09 06:35:37
5,1,0,14.413,8.248,76.020,1.318,0,52,29.592,22.222,22,20.202,60.606,38.542,22.449,11.111,22,24.742,58.163,12.121,7,11.111,10.204,18.367,13.131,21.053,37.113,8.163,20.619,38.542,0,296496,252206,135170646016,10404069376,95897817088,209596416,27826950144,565829632,1007616,833220608,0,0,0,0,0,118910976,0,118910976,0,0,932.723,0,4.288,0,2.217,0,0,249,0,249,0,0,0,17.269,0,0,123040352,2340929,02-09 06:35:38
3,1,0,15.100,8.422,73.756,2.722,0,63.265,29,17.347,48.980,13.131,60.396,51.064,4.040,20,21.875,27.835,42.105,10.204,2.041,17.172,15.152,18.367,17.526,26.531,37.234,0,23.711,44.211,20.408,272533,245075,135170646016,10404483072,95566016512,209600512,28149370880,621842432,1007616,842182656,0,0,0,0,0,265433088,0,265433088,0,0,989.361,0,59.780,0,1.531,0,0,525,0,525,0,0,0,113.465,0,0,123072855,2341357,02-09 06:35:39
7,2,0,22.114,8.277,67.190,2.419,0,35.354,44.898,58,23.469,33.673,56.566,50,35.354,36.735,40.206,47.917,44.211,16,14.706,11.111,15,16.162,26.263,25.773,39.583,18.182,26.042,44.211,27.551,256234,211019,135170646016,10406580224,95433322496,209629184,28276862976,577773568,1007616,845258752,0,0,0,0,0,191680512,0,191680512,0,0,965.406,0,39.104,0,1.728,0,0,389,0,389,0,0,0,64.858,0,0,107435814,1981857,02-09 06:35:40
7,2,0,13.262,7.335,74.456,4.947,0,50,19,13.265,12.121,15.152,100,43.158,26.042,25.773,31.959,36.082,42.708,0,10.204,0,2,0,6.061,26.804,42.708,25.773,24.742,44.681,19.588,124139,244054,135170646016,10406420480,95297085440,209633280,28409274368,291991552,1007616,849240064,0,0,0,0,0,417837056,0,417837056,0,0,1023.954,0,142.760,0,1.251,0,0,796,0,796,0,0,0,164.728,0,0,122891279,2336587,02-09 06:35:41
8,0,0,14.438,9.796,71.508,4.259,0,51.515,45.918,44.444,30,19.388,74.747,46.316,20.408,22,26.804,32.632,44.211,7.071,16.327,10,4,9.091,10,28.125,43.158,22.680,26.531,46.809,7,359434,248317,135170646016,10403332096,95740043264,209649664,27978489856,272482304,1007616,840138752,0,0,0,0,0,290836480,0,290836480,0,0,987.617,0,46.640,0,1.718,0,0,575,0,575,0,0,0,125.030,0,0,123209484,2361416,02-09 06:35:42
